eng,dua
Jesus rightly called them his friends .,Yesu a ta a te ̱ nge ̱ ne ̱ o bele ̱ babo ̱ ná mako ̱ m .
"I said to myself , ' Unless something negative turns up , this looks like the girl I will marry . '","ke ̱ lambo dipe ̱ pe ̱ nde di po ̱ i , na me ̱ ne ̱ ná nun mun 'a muto nde na me ̱ nde ̱ no ̱ ba . '"
Hormone : There are different types of IUDs that contain a hormone similar to what is often found in birth control pills .,""" O ̱ rmo ̱ n "" : Ńai na ńai a "" stérilet "" ye yena i be ̱ n "" o ̱ rmo ̱ n "" ye mulemlem ka yi i maso ̱ be ̱ o mbum 'a kini i meke ̱ yadi ."
"By making them feel fully accepted in the congregation , we have the privilege to share with Jehovah in "" protecting the foreign residents . "" - Ps .","( 1 Kor . 15 : 33 ) Di boli te ̱ ná ba senge ná ba kasabe ̱ o mwemba , nika ńe biso ̱ edube ya no ̱ ngo ̱ dongo mwemba na Yehova o "" tata be ̱ n . "" - Mye ."
"Our awareness of this undeniable truth will prompt us to be humble , to recognize our limitations , and to adjust our view of the matter .","( 1 Sam . 16 : 7 ) Bia lasu la nin mbale ̱ moto a titino ̱ ná a banga , di me ̱ nde ̱ tute ̱ le ̱ biso ̱ o sibise ̱ ńolo , o jemba myoyo masu , na o po ̱ ngulane ̱ je ̱ ne ̱ lasu la mambo ."
But how do we actually do that ?,( Amos 5 : 15 ) Nde ne ̱ ni jeno ̱ ná di bola nika e ?
"If we die faithful before Armageddon , we will be resurrected into a righteous new world , where there will be plenty of satisfying work for us to do .","( Efe . 1 : 19 - 21 ) Di tingame ̱ te ̱ o jemea nate ̱ na o kwedi oboso ná Armagedon e mapo ̱ , di me ̱ nde ̱ pumbwabe ̱ le ̱ o ja o was 'a peńa ńa te ̱ me ̱ la sim , owe ̱ ni di me ̱ nde ̱ no ̱ be ̱ ne ̱ ebolo njoasoa e mabwesane ̱ muńe ̱ nge ̱ o bola ."
"( Read Proverbs 25 : 21 , 22 . )","( Langa Minia 25 : 21 , 22 . )"
"They will be directed by Christ and his 144,000 corulers .",( Mye . 45 : 17 ) Ba me ̱ nde ̱ nde be ̱ owas 'a bediedi ba Kristo na 144 000 ba maneye ̱ mwemba na mo ̱ .
( See paragraph 10 ),( Ombwa dongo 10 )
"Wisely , however , parents want to be sure that before their children get baptized , they are ready to shoulder the responsibility of Christian discipleship .",( Yak . 4 : 17 ) Nde bayedi be dibie ̱ ba mabola ná ba be ̱ mbaki ná bana babu be ńai ni dongame ̱ n o bambe ̱ m 'bē ̱ ma be ̱ mokwed 'a Kristo obiana ba madubisabe ̱ .
12 : 9 ; 1 John 3 : 8 .,12 : 9 ; 1 Yohane 3 : 8 .
13 Life Story - All Things Are Possible With Jehovah,13 Myango ma longe ̱ - To ̱ lambo di si me ̱ mbe ̱ le ̱ Yehova
"Above all , we have the deep joy that comes from knowing that we have Jehovah 's approval , for he loves all those who "" bear fruit with endurance "" !","24 : 14 ) Omo ̱ ń a me ̱ se ̱ , muńe ̱ nge ̱ masu mu kolo o bia ná di do ̱ lisane ̱ Yehova , ebanja a to ̱ ndi be ̱ se ̱ bena ba ' maye ̱ bepuma na titimbe ̱ ' !"
The world is full of people whose sense of how to bestow honor is distorted .,27 : 11 ) Mundi ma wase mu londi na bato bena ba si bi ne ̱ ni bola edube o mbadi ni te ̱ nge ̱ n .
"He knew that false worship , including devotion to material riches , would be a denial of "" the true God above . ""","A ta a bia ná jowe ̱ di kwedi , na to ̱ ndo ̱ la bema , be nde to ̱ bo ̱ la "" Loba la mo ̱ ń . """
He gave me a warm and hearty welcome .,"A ta muńe ̱ nge ̱ jita o je ̱ ne ̱ mba , a kasa mba na muyao ."
"Abraham , a man of faith in ancient times , obediently left prosperous Ur in order to live in tents and pursue his friendship with Jehovah .","Abraham mot 'a dube ̱ ńa pond 'a kwaṅ , a lee ̱ le ̱ sengane ̱ , ese ̱ le ̱ mundi ma m 'bwaṅ ma Ur o wala ja o mino ̱ ko ̱ o mpuli ma tombwane ̱ diko ̱ m na Yehova . ( Bon ."
They give a witness at every opportunity .,Ba mate ̱ ye ̱ bato dikalo ponda te ̱ epolo e me ̱ ne ̱ ne ̱ no ̱ .
And our children loved memorizing Scripture texts .,Bana basu ba ta pe ̱ ba to ̱ ndo ̱ ne ̱ nge ̱ bepasi ba Bibe ̱ l na mulopo .
Keep up your spiritual routine .,Benga walane ̱ mambo mo ̱ ngo ̱ ma mudī oboso .
"Along with the political and religious elements , the greedy commercial system , represented by "" the merchants "" of Revelation 18 : 3 , constitutes part of Satan 's world .","Bibe ̱ l e malee ̱ o Bebīsedi 18 : 3 ná "" bato ba ńunga , "" to ̱ so ̱ ńung 'a nin wase , politik na ebasi be nde dongo diwo ̱ la was 'a Satan ."
David 's bad attitude affected his speech .,David . Ebe ̱ yed 'ao ya bobe e ta ye ̱ ne ̱ ne ̱ o beto ̱ pedi bao .
"If we do so , we can look forward to enjoying the blessings Jehovah has promised when the words of this prophecy are fulfilled : "" The creation itself will also be set free from enslavement to corruption and have the glorious freedom of the children of God . "" - Rom .","Di boli te ̱ nika , di me ̱ nde ̱ bwane ̱ muńe ̱ nge ̱ minam Yehova a kakane ̱ no ̱ biso ̱ ponda byala ba yen edinge ̱ be malondano ̱ ná : "" Bewekedi pe ̱ be me ̱ nde ̱ jo ̱ so ̱ be ̱ o be ̱ la mukom a dibumbe o timba o wonj 'a bosangi ńa bana ba Loba . "" - Rom ."
"After we obtained our visas , we rented an apartment .","Di kusino ̱ mapapa , di re ̱ nt bwasu bolongi ."
We forgive by pardoning someone who has offended us and by letting go of our resentment toward him .,Di malakise ̱ nde ke ̱ di si ne ̱ nge ̱ pimbimbi o mulema .
"Yes , we can echo the sentiment of the psalmist who told God : "" Teach me good sense and knowledge . "" - Ps .","Je ná di timbise ̱ le ̱ byala ba mulo ̱ nge ̱ myenge nu kwalane ̱ Loba ná : "" Lee ̱ mba so ̱ ṅtane ̱ na dibie ̱ . "" - Mye ."
""" Receiving a short encouraging message or an invitation to spend time with a fellow Christian helps me more than I can say , "" says Junia .","Junia mo ̱ ná : "" Kusa son a mwe ̱ ndi mu membisane ̱ to ̱ so ̱ bebeledi o tombise ̱ ponda na bonasango , be mongwane ̱ mba buka nje neno ̱ ná na kwala ."
"For example , could you help someone by offering to perform a necessary chore , maybe running an errand for him ? - Matt .","K 'eyembilan , we ná wongwane ̱ moto tongwea na bolea mo ̱ ebolo ewo ̱ , to ̱ jandea mo ̱ lambo e ? - Mat ."
"As Christians , we owe our primary loyalty to Jehovah God , not to our employer .","Ka Kriste ̱ n , Yehova nde jangame ̱ nno ̱ se ̱ le ̱ be ̱ jemea , seto ̱ sango asu ń 'ebolo ."
"Like Job , some may even speak rashly at times .","Kana Hiob , bō ̱ be ná ba to ̱ po ̱ byala be si bake ̱ ponda iwo ̱ ."
"The brothers and sisters knew that the police kept a close watch on us , so the brothers posted a lookout .","Kana bonasango na bonańango ba tano ̱ ba bia ná polisi ye o jombwa biso ̱ , ba ta ba te ̱ se ̱ mutatedi ."
"About 45,000 quarts ( 42,600 L ) of fruits and vegetables a year were canned for the entire Bethel family .",Lambo ka 42 600 ba lit 'a bepuma na bele ̱ mbe ̱ be ta be we ̱ le ̱ be ̱ o bekwe ̱ m ońola mbia ma Bete ̱ l mwe ̱ se ̱ .
"SONGS : 143 , 65","MYENGE : 143 , 65"
"SONGS : 51 , 135","MYENGE : 51 , 135"
"Our donations support missionaries , special pioneers , and those in the circuit work .","Mabea masu ma masue ̱ le ̱ bamuloloma , paonia ya tobotobo , na ba bena be o ebol 'ebondo ."
"Circumcision was to be done on the eighth day of life , which was ideal with regard to the blood 's ability to clot . - wp18.1 , p .","Mbenda e ta e kwala ná ndabo a dū e po ̱ te etum , lobi pe ̱ di kudumane ̱ , muna pe ̱ endabe ̱ mińa lo ̱ mbi ombusa yabe ̱ lao , ebanja maya ma makoka na bo ̱ bise ̱ la ńolo ni ponda . - wp18.1 , dip ."
Do you believe that Jehovah is capable and willing to sustain you even on a sickbed ? - Ps .,"Mo ̱ o dube ̱ ná Yehova a dongame ̱ n sue ̱ le ̱ wa , e pe ̱ be ̱ be ̱ o bola nika to ̱ e be ̱ nde o no ̱ ngo ̱ la diboa e ? - Mye ."
Do you view such help as an expression of Jehovah 's love for you ?,Mo ̱ o maso ̱ ṅtane ̱ ná di jongwane ̱ di malee ̱ le ̱ nde ndolo Yehova a be ̱ ne ̱ nno ̱ wa e ?
"A spiritual person is inclined toward God , the opposite of the physical person .","Mot 'a mudī a mase ̱ me ̱ ye ̱ nde omo ̱ ń a Loba , diwengisan na mot 'eyobo ."
The holy spirit has helped the Governing Body to grasp Scriptural truths not previously understood .,Mudī - musangi mongwane ̱ Dibe ̱ le ̱ di Madie ̱ le ̱ o so ̱ ṅtane ̱ mbal 'a Betiledi yena di si tano ̱ di so ̱ ṅtane ̱ kwaṅ .
Brother C .,Munasango C .
"One of the visitors was Mary Zazula from Edmonton , Alberta .","Munańango Maria Sasula a ta nde mō ̱ ńa yi paonia nu wu o Edmonton , Alberta ."
"A pioneer sister who hosted students attending various theocratic schools admitted : "" Initially I was concerned because my accommodations are very modest , and I have secondhand furniture .","Munańango mō ̱ ńe paonia nu ta nu jese ̱ bautu ba ńai na ńai a besukulu ba bebokedi mo ̱ ná : "" O bebotedi na taki son o mulema ońolana bolongi bam bo titi tobotobo , na be ̱ n pe ̱ nde bedun ba konda ."
I spent many nights tearfully entreating Jehovah about these matters .,Na tombise ̱ myulu jita o jeyane ̱ Yehova o muka jombwea man me ̱ se ̱ .
"When David later received accurate information , he amended his decision .","Nde David a so ̱ ṅtanno ̱ mbale ̱ ombusa ponda , a wengisane ̱ bedomsedi bao . ( 2 Sam ."
"Yet , he gratefully declared : "" Thanks to God through Jesus Christ our Lord ! ""","Nde a kwali ná : "" Masoma ma be ̱ na Loba o dina la Yesu Kristo , Sango asu ! """
""" But , "" she adds , "" I feared that being a need - greater was beyond my abilities . ""","Nde na ta ná bwa bo ̱ ngo ̱ ná bola la nika di buki ngud 'am . """
"However , their desire to reenter the full - time ministry compelled them to sell the business , their boat , and other material items .","Nde ńo ̱ ng 'abu ńa timba o ebol 'a pond 'a mususu e tute ̱ le babo ̱ o jandise ̱ sap 'abu , kung 'abu na mabe ̱ ne ̱ mabu mape ̱ pe ̱ ."
The results were disastrous .,Nika e wan ndutu ninde ̱ ne ̱ .
That is so even if it seems to go unnoticed .,Nika nde yeno ̱ to ̱ e be ̱ nde ná moto a s 'e ̱ n mo ̱ .
That contributes to making a reply to any who would try to taunt him .,Nika pe ̱ ńe nde dongo diwo ̱ la jalabe ̱ ońola to ̱ nja nu me ̱ nde ̱ to ̱ po ̱ ne ̱ mo ̱ dibena . ( Min .
What are some activities that you look forward to taking part in when this old system of things is gone ?,Njika bebolo bō ̱ o me ̱ nde ̱ no ̱ to ̱ ndo ̱ bola ke ̱ nin was 'a kwaṅ e mátomba e ?
"The first one to receive this gift was his firstborn Son , "" the image of the invisible God . ""","Nuse ̱ le ̱ kusane ̱ mo ̱ din jabea e nde Mun 'ao ńaboso ńe "" bowan ba Loba nu si me ̱ ne ̱ ne ̱ . """
"Satan has demanded to have all of you to sift you as wheat . But I have made supplication for you that your faith may not give out ; and you , once you have returned , strengthen your brothers . "" - Luke 22 : 31 , 32 .","O bo bulu bo se ̱ le ̱ na kwed 'ao , Yesu a langwedi ńamuloloma Petro ná : "" A Simon , Simon , ombwa , Satan a puli bińo ̱ ná a mase ̱ ngwe ̱ bińo ̱ ka mbasi ; Nde mba na ta na kane ̱ ońol 'ango ̱ ná jemea lo ̱ ngo ̱ di si bo ̱ bo ̱ ; nde wa pe ̱ , ponda o me ̱ nde ̱ no ̱ jate ̱ le ̱ , wembe ̱ bonaso ̱ ngo ̱ . "" - Lukas 22 : 31 , 32 ."
"On the other hand , the majority of mankind have no clear concept of life 's purpose .","O diwengisan , jita la bato di si bi janda la longe ̱ ."
"So for the next few studies , we discussed scriptures on pride and its effects .",O jokwa lasu jombwedi bepasi ba Bibe ̱ l be makwaleye ̱ ońola kumba na betune ̱ bao .
What are some ways in which married couples can show that they uphold Jehovah 's sovereignty ?,O njika mbadi ba be o diba beno ̱ ná ba lee ̱ ná ba masue ̱ le ̱ Janea la Yehova e ?
"Remember that God strengthened and helped Asa , and He will strengthen you .","O ̱ nge ̱ le ̱ ná Loba embe ̱ Asa , ongwane ̱ pe ̱ mo ̱ ; a me ̱ nde ̱ pe ̱ jembe ̱ wa ."
Why is giving good for us ?,Ońola nje bola leno ̱ bwam ońol 'asu e ?
"Why might we refer to some truths as "" old , "" and what are some that you especially treasure ?","Ońola nje jeno ̱ ná di bele ̱ mbale ̱ iwo ̱ ná "" y 'edun , "" njika mo ̱ pe ̱ tobotobo o no ̱ ngino ̱ mweńa e ?"
Why So Many ?,Ońola nje jita e ?
And Robert did .,Robe ̱ rt a boli pe ̱ nika .
"While Jehovah wants us to make decisions , this is not to our detriment .","To ̱ ná Yehova a mapulano ̱ ná di no ̱ nge bedomsedi , nika e titi ońola bobe bwasu ."
"It is good to remember that at one time we were all "" strangers , "" or foreigners , not close to God .","Ye bwam o jo ̱ nge ̱ le ̱ ná biso ̱ be ̱ se ̱ di ta nde "" be ̱ n , "" ba ta ba po ̱ to ̱ etum na Loba . ( Efe ."
Jehovah provided abundantly for Adam and Eve 's needs in Eden .,Yehova a ta a londe ̱ ńo ̱ ng 'a Adam na Eva njoasoa o Ede ̱ n .
Jehovah and his organization are our hosts .,Yehova na bebokedi bao nde ba makase ̱ biso ̱ o po ̱ da da la mudī . ( Rom .
"When we meet them , they may want to listen to our message of hope for the first time in their life .",Yi ńai a bato ye ná i to ̱ ndo ̱ senga mwe ̱ ndi masu ma dipita ke ̱ di dongame ̱ n babo ̱ ka nged 'a boso .
"Under its influence , says one scholar , men and women have been "" quite easily led into the most preposterously dangerous behaviour "" - such as ' genocide , war , racist hysteria , religious intolerance and many other forms of irrational behaviour . ' - Easily Led - A History of Propaganda .","Ńa dibie ̱ nupe ̱ pe ̱ mo ̱ ná camane ̱ la mo ̱ nge ̱ le ̱ di boli ná bato ba be ̱ ne ̱ bedangwedi ba bobe , nika e die ̱ le ̱ o ' bosinga , bila , mitakisan ońola muso ̱ no ̱ m 'eyobo to ̱ so ̱ ebasi . ' - Easily Led - A History of Propaganda ."
""" May He . . . Give Success to All Your Plans , "" July",""" A po ̱ le ̱ myano mo ̱ ngo ̱ mye ̱ se ̱ o su , "" Madi ."
""" When he was being insulted , "" the Bible says , "" he did not insult in return . . . , but he entrusted himself to the One who judges righteously . """,""" Niponda a loabe ̱ no ̱ , "" Bibe ̱ l e makwala ná , "" a si timbise ̱ lou . . . , nde a bake ̱ nde me ̱ se ̱ o dia la nu nu makaise ̱ ka ni te ̱ m . """
""" Jehovah is protecting the foreign residents . "" - PS .",""" Yehova a matata be ̱ n . "" - MYE ."
"Also , when we strive to help people in our territory to see that Jehovah is worthy "" to receive the glory and the honor and the power , "" we sanctify God 's name .","( Bbot . 3 : 1 - 5 ) Niponda pe ̱ jeno ̱ o jongwane ̱ bato o so ̱ ṅtane ̱ ná Yehova a dongame ̱ n "" o kusa sesa n 'edube na ngińa , "" je nde o sangise ̱ dina la Loba . ( Bbī ."
How would the Gentile Christians who were personally affected by Peter 's mistake respond to the injustice ?,( Bebolo 15 : 12 ; Gal . 2 : 13 ) Nje basibi bena diwuse ̱ la Petro di bwese ̱ no ̱ ndutu ba bolino ̱ ońola din si te ̱ me ̱ la sim e ?
"Those taking the lead respected him , and he helped Paul .","( Bebolo 4 : 36 , 37 ) Yoses a ta a to ̱ ndo ̱ be ̱ na bolabe ̱ pe ̱ edube na be ̱ se ̱ o mwemba ; ongwane ̱ pe ̱ Paulo ."
"If he had tolerated it , the well - being of all living creatures - in heaven and on earth - would be threatened .","( Hab . 1 : 13 ) A wusa te ̱ jese ̱ le ̱ ni pamo , nika e wusa takise ̱ musango na jalatane ̱ la bewekedi ba longe ̱ be ̱ se ̱ be o mo ̱ ń na o wase ."
( Read Daniel 6 : 7 - 10 . ),( Langa Daniel 6 : 7 - 10 . )
"( Read Romans 1 : 14 , 15 ; 2 Timothy 4 : 2 . )","( Langa Roma 1 : 14 , 15 ; 2 Timoteo 4 : 2 . )"
"When we focus first on serving Jehovah and teaching others his Word , we experience incomparable joy .","( Mat . 6 : 24 ) Di se ̱ le ̱ te ̱ we ̱ le ̱ biso ̱ me ̱ ne ̱ o bolea la Yehova na jokwe ̱ le ̱ bape ̱ pe ̱ Eya 'lao , di mabwa muńe ̱ nge ̱ mu si be ̱ n elangisan ."
( See opening image 3 . ) ( b ) Where do the women with wings take the ephah container ?,( Ombwa duta 3 la bebotedi ba jokwa . ) ( b ) Owe ̱ ni ban bito ba be ̱ n mapupulan balane ̱ no ̱ y 'esanja e ?
What does that prospect do for the surviving mate ?,"( Yohane 5 : 28 , 29 ) Ne ̱ ni din dikaki di membe ̱ no ̱ nu dia longe ̱ e ?"
( b ) How did Paul 's situation change unexpectedly ?,( b ) Ne ̱ ni bete ̱ medi ba Paulo be wengisanno ̱ o mbadi a si tano ̱ enge ̱ le ̱ e ?
( b ) What benefits may come from our kind demeanor ?,( b ) Ne ̱ ni ebe ̱ yed 'asu ya muyao yeno ̱ ná e wana tombwane ̱ e ?
( b ) Why is the topic of self - control relevant today ?,( b ) Ońola nje to ̱ ti la jalea la ńolo leno ̱ muse ̱ ṅ we ̱ nge ̱ e ?
"In response to our expression of love , Jehovah and Jesus keep us in their love .","17 : 5 ; Yohane 8 : 28 ) Di lee ̱ le ̱ te ̱ ndolo , Yehova na Yesu pe ̱ ba me ̱ nde ̱ benga to ̱ ndo ̱ biso ̱ ."
Jehovah said that when he performed the first human marriage .,2 : 24 ) Nika nde Yehova a kwalino ̱ ponda a latise ̱ no ̱ diba laboso .
"Yet , at the same time , he required their exclusive devotion .",29 : 7 ) A ta pe ̱ anea babo ̱ ná bowe ̱ nde mo ̱ me ̱ ne ̱ mō ̱ .
"In fact , from the moment that Jehovah promised a future Savior , He viewed this sacrifice as already made .","3 : 15 ; 1 Yohane 4 : 10 ) Botea na ponda Yehova a bolino ̱ dikaki la Musungedi nu me ̱ nde ̱ po ̱ , o miso ̱ ma Yehova , e ta nde biana di jabea di mabolabe ̱ ."
"Christians who lovingly seek to help others are rewarded with a good conscience , knowing that they are acting in harmony with godly principles .","4 : 31 , 32 ) Kriste ̱ n i mawaneye ̱ bape ̱ pe ̱ jongwane ̱ na ndolo i be ̱ n doi la mulema di sibi , ońolana ba bi ná be o dangwa kaponda bete ̱ sedi ba Yehova ."
"Writing to his Christian brothers in Corinth , Paul said : "" For my part , I will most gladly spend and be completely spent for you . ""","A kwalane ̱ Bonasango bao ba Korinto o leta a tiledino ̱ babo ̱ ná : "" Mba ne muńe ̱ nge ̱ o bola to ̱ nje na be ̱ nno ̱ , na bola pe ̱ longe ̱ lam le ̱ se ̱ ońola midī mańu . """
But she realized that she would have to make major adjustments .,A ta pe ̱ a so ̱ ṅtane ̱ ná a ta angame ̱ n wana mawengisan mande ̱ ne ̱ o longe ̱ lao .
